ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,1.1430000000000001e-06,1.1430000000000001e-06,1.4200000000000002e-06,1.4200000000000002e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/various.py', 50, '_process_null_values')"
24,3.1699e-05,1.3207916666666668e-06,3.5283e-05,1.470125e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/dependencies.py', 208, '_check_for_numpy')"
22,1.3371000000000001e-05,6.077727272727273e-07,2.2739e-05,1.0335909090909092e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/datatypes/convert.py', 142, 'is_polars_dtype')"
39,3.1011000000000005e-05,7.951538461538463e-07,0.00047423200000000005,1.2159794871794873e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 20, 'parse_as_list_of_expressions')"
40,4.3837e-05,1.095925e-06,0.000236232,5.9058e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 59, '_parse_inputs_as_iterable')"
22,4.1581e-05,1.8900454545454545e-06,0.000158211,7.191409090909091e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/expr.py', 1861, 'cast')"
1,4.5300000000000005e-07,4.5300000000000005e-07,4.5300000000000005e-07,4.5300000000000005e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/various.py', 186, '_prepare_row_index_args')"
22,2.6449e-05,1.2022272727272728e-06,7.103900000000001e-05,3.2290454545454548e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/expr.py', 595, 'alias')"
39,4.3864000000000006e-05,1.1247179487179488e-06,0.000163083,4.1816153846153845e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 56, '<listcomp>')"
2,9.138000000000001e-06,4.569000000000001e-06,4.6003e-05,2.30015e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/various.py', 217, 'normalize_filepath')"
40,1.6242e-05,4.0605e-07,0.00018605500000000002,4.651375000000001e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/_parse_expr_input.py', 72, '_is_iterable')"
1,2.122e-06,2.122e-06,4.2340000000000005e-06,4.2340000000000005e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/dataframe/frame.py', 432, '_from_pydf')"
6,6.544e-06,1.0906666666666668e-06,1.0083e-05,1.6805e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/datatypes/classes.py', 99, '__eq__')"
2,4.2580000000000006e-06,2.1290000000000003e-06,4.809e-06,2.4045e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/datatypes/classes.py', 402, '__init__')"
2,1.6680000000000002e-06,8.340000000000001e-07,2.443e-06,1.2215e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/deprecation.py', 250, 'rename_use_earliest_to_ambiguous')"
1,6.63e-06,6.63e-06,5.5776e-05,5.5776e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/utils/deprecation.py', 93, 'wrapper')"
1,7.450000000000001e-07,7.450000000000001e-07,7.450000000000001e-07,7.450000000000001e-07,"('~', 0, ""<method 'disable' of '_lsprof.Profiler' objects>"")"
1,4.06e-07,4.06e-07,4.06e-07,4.06e-07,"('/home/vmittal/Code/focus/vm_focus_converters/focus_converter_base/focus_converter/converter.py', 266, '__apply_lookup_reference_plans__')"
1,1.2172000000000001e-05,1.2172000000000001e-05,1.2172000000000001e-05,1.2172000000000001e-05,"('/usr/lib/python3.11/threading.py', 236, '__init__')"
1,1.274e-06,1.274e-06,2.7600000000000003e-06,2.7600000000000003e-06,"('/usr/lib/python3.11/threading.py', 359, 'notify')"
1,3.8e-06,3.8e-06,3.8e-06,3.8e-06,"('/usr/lib/python3.11/threading.py', 1317, '_make_invoke_excepthook')"
1,1.548e-06,1.548e-06,1.548e-06,1.548e-06,"('/usr/lib/python3.11/threading.py', 1199, 'daemon')"
1,5.682e-06,5.682e-06,6.048e-06,6.048e-06,"('/usr/lib/python3.11/threading.py', 1446, 'current_thread')"
2,3.757e-06,1.8785e-06,5.0800000000000005e-06,2.5400000000000002e-06,"('/usr/lib/python3.11/threading.py', 279, '_is_owned')"
40,3.1029000000000004e-05,7.757250000000001e-07,0.000143924,3.5981e-06,"('/usr/lib/python3.11/typing.py', 1284, '__instancecheck__')"
2,5.13e-06,2.565e-06,5.5760000000000005e-06,2.7880000000000002e-06,"('/usr/lib/python3.11/threading.py', 267, '__exit__')"
2,5.71e-07,2.855e-07,5.71e-07,2.855e-07,"('/usr/lib/python3.11/threading.py', 568, 'is_set')"
1,5.149e-06,5.149e-06,0.011226891000000001,0.011226891000000001,"('/usr/lib/python3.11/threading.py', 604, 'wait')"
1,1.906e-06,1.906e-06,2.1860000000000003e-06,2.1860000000000003e-06,"('/usr/lib/python3.11/threading.py', 1214, 'daemon')"
1,4.616e-06,4.616e-06,1.8135000000000002e-05,1.8135000000000002e-05,"('/usr/lib/python3.11/threading.py', 555, '__init__')"
2,5.304e-06,2.652e-06,6.937000000000001e-06,3.4685000000000003e-06,"('/usr/lib/python3.11/threading.py', 264, '__enter__')"
1,1.782e-06,1.782e-06,1.973e-06,1.973e-06,"('/usr/lib/python3.11/threading.py', 273, '_release_save')"
