ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
16,7.708e-06,4.8175e-07,1.0036e-05,6.2725e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/pydantic/_internal/_model_construction.py', 221, '__instancecheck__')"
1,6.7258e-05,6.7258e-05,0.000387244,0.000387244,"('/home/vmittal/Code/focus/vm_focus_converters/focus_converter_base/focus_converter/converter.py', 309, '__add_empty_columns_for_missing_focus_columns__')"
1,2.2264000000000002e-05,2.2264000000000002e-05,3.5413e-05,3.5413e-05,"('/home/vmittal/Code/focus/vm_focus_converters/focus_converter_base/focus_converter/conversion_functions/validations.py', 126, 'validate_lazy_frame_columns')"
10,1.8812000000000002e-05,1.8812000000000003e-06,0.0013441660000000002,0.0001344166,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/sql/context.py', 193, 'execute')"
1,0.00023280000000000002,0.00023280000000000002,0.001977686,0.001977686,"('/home/vmittal/Code/focus/vm_focus_converters/focus_converter_base/focus_converter/converter.py', 251, '__apply_sql_queries__')"
3,6.581e-06,2.193666666666667e-06,7.138000000000001e-05,2.3793333333333338e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/pydantic/main.py', 478, 'model_validate')"
17,1.0793e-05,6.348823529411764e-07,8.940900000000001e-05,5.259352941176471e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 626, 'columns')"
8,0.000132896,1.6612e-05,0.00037708,4.7135e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 668, 'schema')"
4,8.930000000000001e-07,2.2325000000000002e-07,8.930000000000001e-07,2.2325000000000002e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/string.py', 2467, '_validate_format_argument')"
1,7.938000000000001e-06,7.938000000000001e-06,0.00010547300000000001,0.00010547300000000001,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/lazyframe/frame.py', 4100, 'drop')"
10,1.5236000000000001e-05,1.5236000000000001e-06,0.00034384000000000004,3.4384e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/sql/context.py', 274, 'register')"
1,6.0842000000000005e-05,6.0842000000000005e-05,0.00272504,0.00272504,"('/home/vmittal/Code/focus/vm_focus_converters/focus_converter_base/focus_converter/converter.py', 276, 'apply_plan')"
45,3.19e-05,7.088888888888889e-07,0.00015947200000000002,3.5438222222222227e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/functions/col.py', 147, '__new__')"
4,1.351e-06,3.3775e-07,1.351e-06,3.3775e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/io/_utils.py', 16, '<genexpr>')"
2,6.46e-07,3.23e-07,6.46e-07,3.23e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/io/_utils.py', 100, 'managed_file')"
1,2.452e-06,2.452e-06,5.738e-06,5.738e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/io/_utils.py', 15, '_is_glob_pattern')"
89,3.8193000000000005e-05,4.291348314606742e-07,5.5208000000000004e-05,6.203146067415731e-07,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/expr.py', 125, '_from_pyexpr')"
10,1.9828e-05,1.9828e-06,2.6132000000000003e-05,2.6132000000000002e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/sql/context.py', 68, '__init__')"
3,9.021e-06,3.007e-06,1.1029e-05,3.6763333333333337e-06,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/io/csv/_utils.py', 9, '_check_arg_is_1byte')"
4,1.9163000000000003e-05,4.790750000000001e-06,7.320200000000001e-05,1.8300500000000002e-05,"('/home/vmittal/.cache/pypoetry/virtualenvs/focus-converter-FC-3SlwU-py3.11/lib/python3.11/site-packages/polars/expr/string.py', 85, 'to_datetime')"
