ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
1,1.3910000000000001e-06,1.3910000000000001e-06,1.59e-06,1.59e-06,"('/usr/lib/python3.11/threading.py', 273, '_release_save')"
1,1.5690000000000001e-06,1.5690000000000001e-06,2.0160000000000003e-06,2.0160000000000003e-06,"('/usr/lib/python3.11/threading.py', 276, '_acquire_restore')"
13,1.8010000000000002e-06,1.3853846153846154e-07,1.8010000000000002e-06,1.3853846153846154e-07,"('/usr/lib/python3.11/typing.py', 2214, 'cast')"
1,4.988e-06,4.988e-06,5.600000000000001e-06,5.600000000000001e-06,"('/usr/lib/python3.11/_weakrefset.py', 85, 'add')"
45,4.2973000000000003e-05,9.549555555555556e-07,0.00010984900000000001,2.4410888888888892e-06,"('/usr/lib/python3.11/typing.py', 1547, '__subclasscheck__')"
1,2.5410000000000003e-06,2.5410000000000003e-06,6.231e-06,6.231e-06,"('/usr/lib/python3.11/contextlib.py', 287, 'helper')"
38,1.6309000000000003e-05,4.2918421052631584e-07,1.6309000000000003e-05,4.2918421052631584e-07,"('/usr/lib/python3.11/enum.py', 801, '<genexpr>')"
1,2.2650000000000003e-06,2.2650000000000003e-06,2.2650000000000003e-06,2.2650000000000003e-06,"('/usr/lib/python3.11/enum.py', 797, '__iter__')"
43,9.827000000000001e-06,2.2853488372093026e-07,9.827000000000001e-06,2.2853488372093026e-07,"('/usr/lib/python3.11/enum.py', 1248, 'value')"
1,3.833e-06,3.833e-06,1.7615e-05,1.7615e-05,"('/usr/lib/python3.11/contextlib.py', 260, 'contextmanager')"
1,8.926e-06,8.926e-06,1.2055e-05,1.2055e-05,"('/usr/lib/python3.11/functools.py', 35, 'update_wrapper')"
1,1.7270000000000002e-06,1.7270000000000002e-06,1.7270000000000002e-06,1.7270000000000002e-06,"('/usr/lib/python3.11/functools.py', 65, 'wraps')"
43,1.6780000000000002e-05,3.9023255813953495e-07,2.6607e-05,6.187674418604652e-07,"('/usr/lib/python3.11/enum.py', 192, '__get__')"
1,1.947e-06,1.947e-06,3.102e-06,3.102e-06,"('/usr/lib/python3.11/contextlib.py', 132, '__enter__')"
1,3.509e-06,3.509e-06,3.6900000000000002e-06,3.6900000000000002e-06,"('/usr/lib/python3.11/contextlib.py', 104, '__init__')"
